no_arg,997314.7101,999664.0504,999685.22,999857.2882,999587.3488,999754.943,999759.0772,999439.0183,997633.2844,998363.9347,997773.252,999208.9311,996653.7703,999194.7767,997444.0438,999220.9178,998307.4435,999110.3966,999069.1393,995910.1557,998883.5479,994297.0207,998873.8127,998774.0003,999165.5096,996227.0734,999107.9027,998721.3082,999355.4147,998882.7841,998076.2184,996465.7868,995570.8819,999524.2522,998254.9057,998174.4272,996108.2374,996413.0144,999598.3128,999591.5563,999397.984,999696.043,997416.8219,999066.3594,996524.4258,998964.0245,995586.4903,999070.9784,996353.8785,996850.1712,999092.4468,995464.3895,999007.3198,999037.5903,999787.506,998164.0063,995205.0492,999576.0083,999599.3409,999578.5092,995822.3969,999579.0544,995411.1095,999566.2176,995832.1541,999686.8129,997484.8734,999450.4151,996116.6191,998781.0414,999391.3556,998677.6787,995359.4337,999209.6225,995408.071,999208.0318,995067.865,999059.6788,995149.6541,999021.7036,995403.0608,998997.9618,999163.3069,994932.1552,999079.6546,997485.9042,995809.3318,996810.4951,996689.432,999164.68,995930.1038,999508.3793,0,91818715.27
cmx,2.867871312,0.0122381453,0.0301080203,18.86829698,0,0,0,0,51.62083698,3.596796993,47.75795424,0,40.71990743,0.0248755364,19.46208613,0.0848266038,4.007716615,0.349306388,0.0136365019,428.1334612,4.423350052,339.8787596,5.099578253,21.55588559,0.610712596,1133.021258,0,30.05387293,0.0538579301,6.626514614,28.89110399,340.0045171,189.8073852,6.225534634,190.9172638,211.4108444,13.75339234,1.525015834,0.0560074774,0,0.0323168904,0.0155738317,316.2753553,0.0769129664,273.6317957,0.0690507197,1303.996997,0.490105801,152.1286611,751.7962992,0.612420796,1512.45235,0.597765136,0.0306542738,1.758896101,244.908964,317.187958,0,19.23054701,0.0631439358,0.203182048,0,0.0545793143,0,0.0277630619,0.077650817,28.09198049,0.0668499366,56.95251216,0,0.0653740919,0,82.48988645,0,116.8661917,0,104.4624803,0.0718526785,92.75230002,0.100158672,139.066326,0.107528632,0.0924506995,115.6332948,34.9581147,167.0912931,225.2025208,24.88914144,25.2146679,0,1.204981295,0.059698369,phenicol antibiotic,9252.623321
tetQ,0.158767857,41.45642834,32.96942788,0.191404735,106.6955357,23.65675302,18.55424152,150.4474639,1.282717182,62.63742234,2.832101502,246.0010805,1.511788711,125.7835664,0.601325756,155.0411043,4.835693381,108.5869683,147.7585968,5.132431948,134.8144017,3.934794924,131.481102,9.877079268,140.8779311,0.373631094,99.97864557,10.09416682,143.8192817,121.2963076,29.68583806,0.224106334,4.019203561,1.450112134,22.57297824,9.172102185,0.289858354,0.266355505,46.5310463,45.76521563,2.336776796,18.10127252,2.076812045,210.6755724,4.964474834,103.0147193,0.257724589,178.6517703,0.570306993,0.232072304,240.6410574,0.0550513207,180.7942358,65.86728605,0.115552614,6.924860205,27.98875816,86.03516979,2.40940283,69.23895949,0.0483678421,62.03263074,0,70.69753394,0.00826130684,98.77875329,0.0398056258,68.8189878,0.133266499,69.38297282,20.12415049,67.00097822,11.96453605,125.4673744,7.803989784,187.0376524,4.648411593,273.5319554,14.40809407,288.9083962,13.07899838,219.5340928,102.0859159,5.010385946,5.132661049,15.41401703,25.04341901,1.407776702,0.0353497988,217.1756394,0.277594748,94.25645548,tetracycline antibiotic,5462.899239
APH(3')-IIIa,0,0.0725017393,0.0445918028,0.105852619,5.992132922,0.0800721602,0.204715685,3.466562568,163.9203236,160.4107777,127.8721414,49.48029908,73.96935518,46.53166963,82.60575905,42.61064158,21.4149706,73.14793324,143.3344597,71.87381781,175.9990021,75.7204533,173.5960303,13.06046167,76.88270126,23.4098862,97.77649146,21.6225084,50.65195517,162.9168778,75.75199962,19.82558866,16.8911046,3.136445533,24.65843605,54.50176906,0.206100583,2.946053317,8.149883518,7.021443498,1.531624746,12.64005212,80.79072121,105.8249583,86.19608789,102.8614569,26.27293924,153.6082548,99.52748132,21.82633424,107.9368455,21.29413684,179.7624362,139.4940727,0.828873731,91.06503266,101.9603311,3.063619679,0,6.055419731,0.742281486,7.152586591,0.929605631,8.16018301,0,0.0862541745,0,3.0890748,0.221101238,1.141990669,2.251134567,1.530113993,194.8084245,96.8069646,168.5373202,79.09512342,101.9115927,79.26380146,118.0578685,89.51323569,138.6598259,113.4815752,126.1275678,171.9769864,24.74456111,150.2815767,95.98492499,3.858866177,0.219931987,0.0483772998,1.899789059,4.244011325,aminoglycoside antibiotic,5279.2311
ErmB,0.210303391,21.35936322,26.36885912,0.11268182,12.03485467,30.60048007,36.68373007,9.646343036,69.15267977,11.46894583,35.23629397,14.16950188,165.5885427,19.90368904,132.1968418,20.03851793,117.3528375,39.74768661,10.59924605,346.3728614,14.05994229,452.774596,15.93355814,16.37472936,21.60557977,108.705645,21.15559591,25.68201835,9.297985268,18.04796719,79.21372917,64.20452828,25.60407219,2.232568983,31.25350275,25.54369566,0.219397394,0.156806064,43.35633675,46.996478,15.64202652,47.4626963,100.4816497,48.43203291,98.94476734,30.59141784,65.36817015,31.79462574,161.6613359,46.41773598,38.15936152,77.21271193,42.12506521,96.12821809,0.41416403,187.2270614,103.4117173,23.32462136,6.382974433,41.06583689,0,52.04852662,0.0430252256,47.54674991,0.0437716016,24.63808759,0.210905614,16.75803916,0.235365834,16.70990218,20.30471845,12.89858082,162.6748764,12.77167075,156.9206476,8.318823522,129.9628798,8.949424945,118.9573413,10.24168574,150.3043969,15.86326052,9.72420529,148.3407044,6.147652764,167.906809,106.5791246,1.026956321,0,7.261276646,1.348237396,5.906106486,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,4824.154936
tetW,0,22.58514276,29.21872643,0.065598806,30.81957216,27.52377128,34.64853021,33.37600311,2.769585126,108.8888427,7.487688881,23.38988852,12.00939198,84.13507872,6.563115562,72.58028836,41.38129428,118.6433634,73.81180273,7.602468426,141.8233814,7.250096964,148.7959114,39.74497478,95.88367251,4.474286528,106.2942752,59.72938146,76.13503227,138.5802535,58.24385073,3.264271836,6.672974839,2.092028154,32.61066682,35.2817204,0.156107484,1.501150172,91.36546238,96.74767914,49.39669576,58.70189039,7.64217568,94.76515197,5.044966646,135.7800385,4.436035755,94.19273598,3.811417862,5.289178398,66.89824646,3.711478077,99.23388577,123.9847843,0.461253102,59.08104597,61.27827046,69.19948791,2.477273332,84.70277258,0.00828838608,94.64398094,0.0333967322,78.92332305,0.0169880394,22.4147468,0.675294031,60.74399525,0.319714466,46.02276011,79.10393002,46.00243744,10.34324431,155.9226604,10.81793979,129.3954933,77.07621418,141.0655301,70.20335451,143.4015344,58.09758839,106.8810321,167.5764728,8.064685474,15.88972083,152.841257,80.92027324,2.622160116,0,15.08009013,1.545994226,55.56981574,tetracycline antibiotic,4746.460032
sul2,0,0.0353145003,0,0.0515592091,0.068406499,0,0,0,74.47877218,52.30290721,72.0931816,0.487319048,266.2441622,1.238223427,72.42034224,0.285572466,55.85071058,0.438244177,0.196748054,163.4439951,0.471982855,172.6525507,0.632301835,93.73775954,1.203506706,57.54583881,1.811236203,80.40746166,0.23311938,0.215117204,15.09221377,4.682841841,15.16571706,26.28406336,78.60068684,30.21191455,0.0669256505,0.0478326,0.606058773,0.343147716,1.562002913,0.763979771,32.59453451,1.575779233,216.9215201,2.570368451,167.6588799,1.372657945,281.3644273,164.943035,0.515435338,154.2842719,0.581657846,0.309596854,10.72773212,11.0913253,13.3810786,0.573021233,2.920622988,0.637730451,0,1.566002968,0.0393736382,2.69186146,0,0.308096092,0,0,0,0,0,0,303.850473,0.063520262,261.7264865,1.540161427,284.7433696,1.278588807,312.5661751,1.259295982,272.4070531,0.199469297,0.133388279,285.0458495,34.51721765,7.401421975,19.29946396,7.914085615,0.0857004346,9.967508902,5.299780547,0.0430665356,sulfonamide antibiotic;sulfone antibiotic,4219.944804
Klebsiella,289.4955303,0.472064757,0.373945462,0,0.991040668,0.24427427,0.121189427,0.116954907,0.112666469,2.852739691,0,0,27.92134357,0,16.78139968,0,1.477743523,0.0152261759,0,31.79727408,0.339581994,114.2762936,0.229456248,4.191474016,0.0901154371,35.43675186,0.773866137,8.111221047,0,0.158605384,0.257912921,0.0385872929,0,0,1.169356022,1.218308991,451.8994456,375.1453395,0.336681141,0.115968835,42.59282304,3.04250613,10.17847235,0.468131384,1.860422253,0.80345884,0.206641884,0,1.940845667,0,0,0.0927744799,0,0.434730812,0,0.0844680417,1.594531418,0,5.660141243,0.22676124,489.9647542,0.0127497087,510.662473,0.124212798,468.8345246,0.0827155417,0.0335285848,1.327037078,0.510966989,12.35816209,7.488931261,12.03891491,0.747903786,0,1.320335789,0,13.29296005,0.0515397811,34.01109479,0.0149587626,27.92917091,0.200208072,0,3.039144407,0.21689704,0.210108922,0.151101,324.1867135,351.8988317,1.739655252,392.2040985,1.550699778,0,4091.95346
ErmC,0,0.0196111262,0,0.114529063,0,0,0,0,65.10551967,0.431739309,86.06239126,0,73.05411368,0.0199310138,25.93120639,0.0226551927,47.17170056,0,0.0437038709,9.837755429,0,6.503811736,0,2.657109478,0,77.16977346,0,2.806076267,0,0,11.61321043,164.5650336,908.2857494,0.26575847,10.79669171,61.92180165,0.371656788,3.081281993,0,0,0.0258932462,0,170.1167099,0.0739499259,158.6997153,0,420.6396253,0,115.1716274,117.2176758,0,345.8474812,0.0222766077,0,0.0366046612,124.2146423,764.6006461,0.0530357767,3.243806679,0.075889177,0.78141817,0.0195425863,3.017408442,0,0.35591335,0.0622161259,0.214363083,0,3.349140059,0,0,0.0671162097,11.34060436,0,16.67457478,0,22.37618146,0,12.77808733,0,9.556320628,0,0,11.0773406,0.216959512,9.104781413,31.72910154,16.31611191,0,0,1.090042902,0.0717481423,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,3928.091363
lnuC,0,0.262597763,0.0358909632,0,7.121366812,0.257793296,0.366158136,15.69669024,31.60294456,66.09718212,21.88094449,57.5589426,65.61070826,168.5799178,68.3776768,145.4435742,139.5776915,202.6956814,122.3079476,21.60649886,122.6852614,19.19673464,126.2673585,35.54340526,105.1181336,15.9365455,136.578622,57.08924762,82.24352222,121.2146094,88.77872866,2.351359575,9.679588268,1.764077799,40.41640352,38.94083793,0.608248061,0.790404548,25.03687918,28.72955428,3.505692922,4.975459363,8.319911669,65.53706968,8.094022887,114.0536,1.185428344,58.38983047,3.712646362,1.084655005,46.02359395,1.291739919,62.07729909,88.94356237,0.217842374,22.91702809,44.79598016,53.53832305,0,37.74900418,0.0322943824,35.44310185,0,38.26092777,0,0.185130911,0,2.645708529,0,2.406536435,2.182059628,2.662821978,81.99871816,85.51015047,78.76100949,63.44378379,14.42491156,89.27965482,16.64346718,90.43429414,15.30403312,73.57646634,64.17254314,53.41870628,7.58564539,38.84422411,28.49850789,2.697243432,0,0.155751307,0.417026867,17.04397536,lincosamide antibiotic,3726.491114
